indexInPlaylistFile|song_id|song_name|artist_name|popularity|acousticness|energy|liveness|tempo|speechiness|instrumentalness|time_signature|danceability|key|duration_ms|loudness|valence|mode|playlist|old_playlist|count
489|1vvNmPOiUuyCbgWmtc6yfm|My Way|Calvin Harris|80|0.0935|0.913|0.161|119.989|0.0427|3.72E-05|4|0.819|4|219160|-3.059|0.536|0|happy|happy|1
490|5BG3hnp2SmFmoBIs3YTqsm|IDGAF|Dua Lipa|71|0.0403|0.544|0.0824|97.028|0.0943|0|4|0.836|7|217947|-5.975|0.51|1|happy|happy|2
491|4c2W3VKsOFoIg2SFaO6DY5|Your Song|Rita Ora|80|0.158|0.624|0.0513|117.959|0.0488|0|4|0.855|1|180757|-4.093|0.962|1|happy|happy|2
492|743mWMRgafToEUJriLLgkg|Sorry Not Sorry|Demi Lovato|18|0.0264|0.632|0.252|143.794|0.261|0|4|0.695|11|203760|-6.922|0.86|0|happy|happy|1
493|6Wrx0ZDaB3dxBDl1ZnddXT|Wish I Never Met You|Loote|68|0.0797|0.692|0.0806|165.967|0.217|0|4|0.621|7|204733|-5.279|0.705|1|happy|happy|1
494|5lVCEap5i0UwblmHGK5xRF|Take It To The Heart|Odette|31|0.103|0.758|0.187|110.022|0.0597|7E-06|4|0.86|6|215413|-4.439|0.67|1|happy|happy|1
495|6jA8HL9i4QGzsj6fjoxp8Y|There for You|Martin Garrix|80|0.124|0.644|0.124|105.969|0.0553|0|4|0.611|6|221904|-7.607|0.13|0|happy|happy|2
496|7EmGUiUaOSGDnUUQUDrOXC|Wolves|Selena Gomez|50|0.139|0.802|0.177|124.989|0.0394|0|4|0.715|11|197993|-4.647|0.327|0|happy|happy|5
497|08bNPGLD8AhKpnnERrAc6G|FRIENDS|Marshmello|90|0.205|0.88|0.128|95.079|0.0504|0|4|0.626|9|202621|-2.384|0.534|0|happy|happy|3
498|600yDa5iE2jtej4qIo8ojN|Bad in Common|SHY Martin|55|0.153|0.522|0.1|102.084|0.153|0|4|0.493|5|179278|-6.791|0.613|0|happy|happy|1
499|6E36TvmibEveXov0iKIugb|Need Me|Mashd N Kutcher|21|0.138|0.832|0.0987|110.007|0.0438|0|4|0.705|2|208679|-4.594|0.528|1|happy|happy|1
500|3zvGKCn6imjsfTs8ABOawj|Bury It|Zoe A'dore|51|0.0182|0.836|0.126|150.067|0.0637|0.000318|3|0.688|0|201600|-4.294|0.472|0|happy|happy|1
501|2C2qFFatDW73ZOSMZASyft|Go Bang|Pnau|58|0.0714|0.893|0.146|120.972|0.0319|0.0159|4|0.598|2|189093|-3.072|0.485|1|happy|happy|1
502|3a4UuAErF1VMAkwqzkc1tj|Wishing Well|Sam Feldt|56|0.424|0.653|0.321|100.976|0.0521|0|4|0.698|9|186610|-6.365|0.381|1|happy|happy|1
503|4h7RjNZEkFzgBeeoVyUsr2|Everybody's Free (feat. BETSY)|Kolabeech|55|0.00129|0.754|0.444|122.971|0.0631|6.22E-06|4|0.663|7|178300|-5.823|0.328|0|happy|happy|1
504|5Bc1kTga6heozpCDkM4lI6|Give Me Love|Don Diablo|14|0.0196|0.921|0.213|114.941|0.059|1.65E-05|4|0.661|6|208435|-2.773|0.224|0|happy|happy|1
505|3jvpPbTJqfyKvEOtOsn83m|Body|Loud Luxury|81|0.0476|0.764|0.0543|121.958|0.038|9.44E-05|4|0.752|1|163216|-4.399|0.582|1|happy|happy|1
506|5fBDbznXd9Xy1Q8AHsnp3b|Otherside|Jolyon Petch|56|0.0123|0.946|0.286|123.014|0.0414|0.0839|4|0.695|0|177561|-3.665|0.505|1|happy|happy|1
507|0K8tVfNLsVbYrYdNYmWqAa|Source|Lucas & Steve|71|0.0271|0.803|0.127|126.059|0.0447|0.0511|4|0.662|11|203902|-7.19|0.11|1|happy|happy|5
508|6flP4UZGozZGQk8rpE09g4|Love It Like That (feat. Nyanda)|Pink Panda|65|0.14|0.926|0.326|118.934|0.116|0|4|0.763|6|161665|-2.907|0.878|0|happy|happy|1
509|0DKen77OXbPxnoPwH2MH63|Back In Your Heart|Junior J|67|0.121|0.863|0.123|120.055|0.114|0|4|0.531|8|172000|-4.082|0.584|1|happy|happy|2
510|4XuyZplbQFeyqnOybpcyyy|Loco|Davai|64|0.182|0.802|0.107|106.031|0.0604|0.00126|4|0.757|6|176613|-4.826|0.567|1|happy|happy|1
511|5LgFeUn0Jx8UVkPlrMbTOc|Finesse (Pink Panda Remix) [feat. Cardi B]|Bruno Mars|61|0.0302|0.888|0.253|123.964|0.0828|0|4|0.752|5|148064|-4.952|0.603|0|happy|happy|2
512|6jGElJK5B0UYgVbtPdjJ5X|Disco Night|Kungs|59|0.0358|0.813|0.0495|123.999|0.0986|0.676|4|0.841|10|194758|-6.291|0.452|1|happy|happy|2
513|62cxxQWJU7lhSeQE3GLC6Z|Won't Surrender - Radio Edit|Tony Straw|17|0.0859|0.806|0.0495|114.993|0.0507|0.00128|4|0.803|0|179609|-3.815|0.881|0|happy|happy|1
514|4m87JtubqPGS5Bnb5wtaX6|Therapy|Armin van Buuren|55|0.018|0.866|0.13|114.862|0.0545|0|4|0.659|2|186187|-5.117|0.705|0|happy|happy|1
515|2ruNRdooadssHTD6v4xESP|Give Me Love Again|Jack Souza|48|0.0197|0.841|0.0639|127.002|0.0427|0.000795|4|0.757|9|249449|-2.557|0.716|0|happy|happy|1
516|0gPledTl1lMHeT9RM72jli|Love U Right|Tritonal|61|0.445|0.593|0.639|127.859|0.0561|0|4|0.619|9|200625|-4.088|0.747|0|happy|happy|1
517|0t6N8ig7BJAEHrCUfEQxhU|My Feelings|Madison Mars|55|0.463|0.988|0.359|125.954|0.131|8.86E-05|4|0.681|6|177000|-1.371|0.234|0|happy|happy|1
518|4UojIRsCQxirczxilfT1dy|High On Emotion|Sultan + Shepard |59|0.000191|0.951|0.188|125.017|0.058|0.703|4|0.66|10|186960|-3.366|0.309|1|happy|happy|1
519|0wGxHftiB6j0SDzrFkF2G7|Paradise|Nicky Romero|66|0.139|0.681|0.0946|121.98|0.0268|0|4|0.623|7|215336|-3.49|0.453|1|happy|happy|2
520|3eE9HhSUdJTJXQvbVQQD2z|True Love (feat. Laurell)|Sondr|52|0.0034|0.698|0.098|104.018|0.0406|0|4|0.63|8|163132|-6.064|0.508|1|happy|happy|1
521|5ELnUAB8NAYoGF6bQ8Z84g|Strangers - Jonas Blue Remix|Sigrid|26|0.0821|0.867|0.0797|115.019|0.0319|0.000216|4|0.708|11|192323|-4.338|0.423|0|happy|happy|1
522|71aYdFuuftyIRvz1rdwoDY|Deeper Love|Steff da Campo|48|0.00301|0.92|0.338|125.954|0.0599|0.0435|4|0.67|5|177153|-4.357|0.257|0|happy|happy|1
523|19MNcIDsMYazIRF3j0zKUH|Who's To Blame|Mwe|62|0.173|0.705|0.128|124.022|0.0326|8.26E-06|4|0.656|1|165121|-6.248|0.251|0|happy|happy|1
524|0xedZw4tBgVZdsB8w7r5aG|Ciao Adios - Burak Yeter Remix|Anne-Marie|61|0.0636|0.839|0.328|123.001|0.14|2.31E-06|4|0.773|4|180937|-5.68|0.658|0|happy|happy|1
525|5gFRycirBfOimkCnBEs6Vb|Keep Your Head Up|Felix Jaehn|63|0.0539|0.839|0.102|120.02|0.0487|2.27E-06|4|0.847|9|180613|-4.482|0.81|0|happy|happy|1
526|4075Z4clXAMrtiKSZxBwcn|Way Out|Levi|48|0.00712|0.598|0.0806|119.988|0.0505|0.000956|4|0.876|6|189000|-5.288|0.168|0|happy|happy|1
527|6fpksgcJdSpELGR9OmK9rp|Thinking About You|Calippo|52|0.0676|0.872|0.201|123.972|0.0837|0.0333|4|0.793|4|221855|-4.333|0.406|0|happy|happy|1
528|5aAuvZ4yufU3qcqm6x9rSE|Lost Boys - Ocean Park Standoff vs Seeb|Ocean Park Standoff|27|0.293|0.914|0.369|116.939|0.0393|0|4|0.57|6|184615|-1.659|0.819|0|happy|happy|2
529|1FVzK0sYVS9T9QzW7YGow9|Melody (Tip Of My Tongue)|Mike Williams|23|0.00875|0.935|0.337|126.013|0.0481|0.00117|4|0.588|11|191250|-4.13|0.27|0|happy|happy|2
530|1jGdHwRAkDazcfAXk047EG|No Matter What|Bougenvilla|53|0.249|0.685|0.153|124.042|0.0428|0.00236|4|0.772|11|152908|-6.062|0.771|1|happy|happy|1
531|6NSjdFYF2zxgQ7UvsKoRxy|Jackpot (The Him Remix)|Jocelyn Alice|49|0.021|0.864|0.233|122.03|0.0564|0.000407|4|0.624|2|190820|-5.341|0.4|1|happy|happy|1
532|4BM4ml3TgBFALLaCaJtVhi|Pumped Up|Klingande|67|0.00719|0.734|0.34|123.033|0.107|1.49E-05|4|0.732|0|177073|-6.423|0.643|1|happy|happy|1
533|52rEd8ub70OYeE2syRJYT9|Running Wild (feat. PollyAnna)|Yves V|56|0.00665|0.809|0.268|125.945|0.0652|0|4|0.548|9|169524|-3.22|0.189|0|happy|happy|1
534|1OS1168YlC3rDPBpEF5GLp|Good Vibes|ALMA|35|0.044|0.939|0.0658|119.943|0.451|0.00205|4|0.655|0|206702|-4.453|0.438|0|happy|happy|2
535|68VF57hN9UYJeTNlQXfoYE|what i like about u|Dante Klein|55|0.0201|0.628|0.161|127.037|0.0333|2.4E-06|4|0.751|2|164409|-4.076|0.291|0|happy|happy|1
536|01CYwciePy6LiwWDsDZQUo|Insane (feat. Sibbyl)|Mwe|58|0.547|0.715|0.199|119.919|0.0276|0.0101|4|0.63|7|142125|-4.215|0.251|1|happy|happy|1
537|1Cicn7ce1xoVlq8gthE2eX|Best Friend|Sofi Tukker|69|0.0109|0.7|0.152|102.023|0.0392|0.0794|4|0.699|11|184880|-5.704|0.3|1|happy|happy|2
538|2mSIu1ZPo22Ihx3EwS4E6h|Be Your Friend|Vigiland|77|0.0688|0.754|0.151|128.044|0.0488|0|4|0.6|0|180820|-4.204|0.641|1|happy|happy|1
539|7tPPX0ppZQSg2z8ER4AqR9|Perfect Strangers|ARTY|60|0.0911|0.668|0.112|127.952|0.0318|0|4|0.581|7|190518|-6.505|0.411|1|happy|happy|1
540|1g48BGyhn4C8TSm5OMiD3I|So Good|Wahlstedt|59|0.0323|0.777|0.259|126.008|0.0556|0.0614|4|0.786|1|192381|-4.529|0.383|1|happy|happy|1
541|7wo90naUfmLhNzVp1eCc8A|Is It Really Love|Joe Stone|67|0.0707|0.956|0.412|124.951|0.0449|3.36E-06|4|0.657|4|165970|-3.191|0.297|0|happy|happy|1
542|19VVmenPRBEdWwg0Vp2lKh|Gangster Trippin - Sultan + Shepard Remix|Fatboy Slim|61|0.102|0.985|0.33|124.953|0.0617|0.0107|4|0.679|7|191160|-3.357|0.462|1|happy|happy|1
543|6FQEpbUVkIkUEpAJQan6co|DANCE|DNCE|34|0.0737|0.794|0.0749|130.062|0.0617|0|4|0.774|8|179333|-4.294|0.924|1|happy|happy|2
544|5n7CLdWStNPCTKtMueIu6v|Perfect|Galavant|46|0.251|0.733|0.132|120.049|0.114|1.71E-06|4|0.791|8|200273|-5.419|0.368|1|happy|happy|1
545|15q3tvurSaJtht2iFBTiz2|Find Our Way|Katrella|56|0.00397|0.748|0.0846|124.055|0.098|0.00608|4|0.807|1|162097|-5.094|0.649|1|happy|happy|1
546|5NNSlaS4ATTFMx87wIslg8|Sillage|EDX|53|0.119|0.933|0.0847|123.985|0.0407|0.924|4|0.703|7|203347|-5.35|0.719|0|happy|happy|1
547|2n675wYwoWe0F5jOXlmfcR|How Does It Feel|M-22|73|0.00611|0.728|0.0827|120.021|0.097|1.91E-06|4|0.79|2|161844|-3.534|0.638|0|happy|happy|2
548|4XqYad3U10ApzdAsgWTohD|All They Wanna Be|Madison Mars|64|0.0176|0.917|0.19|126.021|0.0805|3.71E-06|4|0.684|3|168000|-1.801|0.791|1|happy|happy|1
549|3x63A5hq4vldKE8hWIi1tE|Woke up in Bangkok|Deepend|72|0.204|0.692|0.165|120|0.039|0.00114|4|0.776|7|169106|-6.426|0.38|1|happy|happy|1
550|3pTrDpHwuHom1q7nuY25vv|Wonderchild|Hot Shade|61|0.126|0.857|0.161|98.087|0.0643|1.97E-05|4|0.605|5|139869|-3.215|0.509|0|happy|happy|1
551|5AALqwfBwCpx93QOJO3smT|Alright - Original Radio Edit|Niels Van Gogh|45|0.142|0.884|0.374|127.995|0.0491|0.48|4|0.737|0|164842|-4.072|0.788|1|happy|happy|1
552|5d3NlNeGMJRu8EIT0X559G|Savages|Sunnery James & Ryan Marciano|61|0.0463|0.695|0.23|123.96|0.0297|0.00175|4|0.743|2|175020|-5.401|0.3|0|happy|happy|2
553|1wu9kYSeWm0txCdISRcmHo|Could You Be Loved [Club Mix]|Jl & Afterman|48|0.000936|0.872|0.0754|118.01|0.0544|0.493|4|0.86|11|331195|-4.827|0.612|0|happy|happy|1
554|0M14SkUxpqhRfH3HF6gQEI|Highway|Nora Van Elken|41|0.0071|0.705|0.15|122.972|0.0405|0.0294|4|0.809|1|198875|-4.433|0.398|0|happy|happy|1
555|5UBlEtKgKSYtDbWNrbgCHW|Booty Shake|Timmy Trumpet|54|0.145|0.865|0.194|126.963|0.0446|0.787|4|0.663|11|156026|-4.316|0.253|0|happy|happy|1
556|0bdK0TSYSCOOZewDNSx8va|Deep Inside|John Dahlbck|52|0.0951|0.918|0.249|125.028|0.048|0.693|4|0.672|10|192951|-2.626|0.569|0|happy|happy|1
557|4dG2SXv1mX2aie4AK3eUhE|Upside Down - Original Mix|MarT|52|0.0121|0.898|0.11|120.005|0.05|0.675|4|0.789|0|250125|-4.962|0.816|1|happy|happy|1
558|625SfHM2FVyyUj3cT8108G|H.O.L.Y.|Alle Farben|74|0.215|0.645|0.184|100.064|0.0563|0|4|0.565|0|175440|-5.858|0.483|0|happy|happy|2
559|2aOlxywgl4nCD4Xh2mLWM7|Spaceship (feat. Uffie)|Galantis|72|0.322|0.842|0.101|125.854|0.0828|0|4|0.518|10|167079|-1.816|0.375|1|happy|happy|2
560|2MYRU51rPa1QpukXT2lR7C|Spread Love (Paddington) [feat. DVNO]|Boston Bun|67|0.0215|0.899|0.116|121.97|0.191|0.00118|4|0.729|0|192731|-4.757|0.623|1|happy|happy|2
561|6z6y56PWi3MOdABHTBuN7Y|Celebrate Good Times|Softmal|51|0.000395|0.828|0.344|121.987|0.0737|0.138|4|0.749|1|354262|-5.055|0.778|1|happy|happy|1
562|5WFKc2hVkGVMrjB6t2ktit|Get Down|Retrovision|64|0.000315|0.982|0.407|128.056|0.143|0.85|4|0.736|7|165938|-2.906|0.767|1|happy|happy|3
563|4TGrHKgG79GGvA1FQpEcX3|Coda|Funkin Matt|46|0.19|0.566|0.184|124.039|0.312|0.36|4|0.793|10|163046|-10.258|0.305|1|happy|happy|1
564|6T3ME5ZT14N9iJdnVhlBUV|Let's All Chant|Mr. Belt & Wezol|65|0.00248|0.777|0.0521|125.076|0.0594|0.000621|4|0.78|4|188813|-4.957|0.797|0|happy|happy|1
565|0VdTG2MWrR5K5FYyLqBr0n|Magenta Riddim|DJ Snake|41|0.000459|0.896|0.327|102.043|0.0655|0.824|4|0.598|10|194490|-3.7|0.559|0|happy|happy|3
566|33064BqXHOJyZXq0nEEqWA|PARTY (feat. Wax and Herbal T) [Ofenbach vs. Lack Of Afro] - Ofenbach vs. Lack Of Afro|Ofenbach|60|0.00391|0.845|0.093|121.954|0.0603|2.7E-06|4|0.691|5|140094|-4.27|0.651|0|happy|happy|1
567|2pe0COHvmpJVsddI9tN3oe|Dished (Male Stripper)|Purple Disco Machine|53|0.0347|0.932|0.0597|122.999|0.0313|0.906|4|0.77|8|253171|-4.895|0.393|1|happy|happy|1
568|3tO1DU2uMHavJ9Ypqq111P|Sax On The Beach|Party Pupils|55|0.0478|0.706|0.439|115.986|0.0567|7.52E-06|4|0.753|5|237155|-3.981|0.906|0|happy|happy|1
569|3zTUrcxylHUPUqQ4jAXKDW|Push the Tempo|Me & My Toothbrush|45|0.00915|0.752|0.518|124.015|0.0759|0.183|4|0.827|2|207581|-3.883|0.728|1|happy|happy|1
570|3p8K6R1uFwSeQkATBoqUff|La Cumbiambera|Kryder|56|0.00026|0.975|0.0934|125.011|0.0565|0.721|4|0.621|1|165130|-4.025|0.78|1|happy|happy|1
571|4tHGjgDOBAdDzheBeN4iGU|Dreamin' - Sunny Lax Remix|Seven Lions|50|0.00137|0.638|0.0648|130.015|0.0533|0.0116|4|0.668|5|365671|-5.228|0.126|0|happy|happy|1
572|13P5rwmk2EsoFRIz9UCeh9|Cool Kids|Echosmith|72|0.0372|0.671|0.12|130.027|0.0336|8.21E-06|4|0.719|8|237627|-6.279|0.786|1|happy|happy|1
573|1z6WtY7X4HQJvzxC4UgkSf|Love On Top|Beyonc|78|0.0849|0.748|0.604|94.1|0.0887|0|4|0.652|0|267413|-5.242|0.652|1|happy|happy|2
574|5YbgcwHjQhdT1BYQ4rxWlD|Don't Worry Be Happy|Bobby McFerrin|69|0.881|0.163|0.0688|69.284|0.165|7.62E-05|4|0.681|11|292400|-22.597|0.771|1|happy|happy|1
575|0HEmnAUT8PHznIAAmVXqFJ|Faith - Remastered|George Michael|75|0.0094|0.48|0.0662|95.846|0.117|3.58E-05|4|0.887|11|193200|-11.994|0.607|1|happy|happy|1
576|3AszgPDZd9q0DpDFt4HFBy|Hey Ya! - Radio Mix / Club Mix|OutKast|70|0.0644|0.97|0.205|79.504|0.0648|0.000156|4|0.715|0|239240|-2.206|0.963|1|happy|happy|3
577|1NQQ4kRk5UQDB3qxlw2zji|I'll Be There|The Jackson 5|3|0.586|0.575|0.651|93.853|0.0255|2.54E-06|4|0.505|5|237733|-5.57|0.312|1|happy|happy|2
578|5E3P9e1hvjyIOlFyqNB5eD|Rich Girl - Remastered|Daryl Hall & John Oates|73|0.5|0.643|0.0435|167.963|0.134|0|4|0.597|5|144333|-6.303|0.823|1|happy|happy|1
579|1vxw6aYJls2oq3gW0DujAo|Crazy|Gnarls Barkley|78|0.0505|0.587|0.105|111.97|0.0336|0.00714|4|0.855|8|177466|-4.589|0.64|1|happy|happy|3
580|5ChkMS8OtdzJeqyybCc9R5|Billie Jean|Michael Jackson|84|0.0236|0.654|0.0359|117.046|0.0401|0.0158|4|0.92|11|293827|-3.051|0.847|0|happy|happy|1
581|6ft9PAgNOjmZ2kFVP7LGqb|Can't Take My Eyes Off You|Frankie Valli|66|0.566|0.764|0.0692|123.821|0.0746|1.07E-05|4|0.575|4|203240|-7.448|0.536|1|happy|happy|4
582|2XqTTDg835sjCyyFEvhYyr|Stand By Me|Ben E. King|10|0.114|0.156|0.105|119.743|0.0376|0.000103|4|0.642|9|182533|-16.998|0.658|1|happy|happy|2
583|6NPVjNh8Jhru9xOmyQigds|Happy|Pharrell Williams|75|0.286|0.757|0.0886|159.911|0.153|0|4|0.652|1|233305|-6.819|0.962|1|happy|happy|1
584|32OlwWuMpZ6b0aN2RZOeMS|Uptown Funk|Mark Ronson|84|0.00801|0.609|0.0344|114.988|0.0824|8.15E-05|4|0.856|0|269667|-7.223|0.928|1|happy|happy|4
585|34gCuhDGsG4bRPIf9bb02f|Thinking Out Loud|Ed Sheeran|86|0.474|0.445|0.184|78.998|0.0295|0|4|0.781|2|281560|-6.061|0.591|1|happy|happy|9
586|7yq4Qj7cqayVTp3FF9CWbm|Riptide|Vance Joy|78|0.431|0.731|0.151|101.654|0.0379|0|4|0.484|1|204280|-6.694|0.51|1|happy|happy|2
587|6vZdRrueM9ZEJjx6EWe1XQ|Stolen Dance|Milky Chance|61|0.411|0.566|0.0794|114.006|0.0364|0.000128|4|0.879|11|315693|-8.789|0.673|1|happy|happy|1
588|1dKm4a7TOYFzzTQvU59C59|Mercy|Duffy|14|0.266|0.859|0.133|129.912|0.0332|0.000356|4|0.793|0|219920|-3.774|0.964|1|happy|happy|1
589|2FiceoWDJ67rrmb5tGBpgE|Ghost|Ella Henderson|62|0.0464|0.836|0.0797|104.987|0.0425|3.13E-06|4|0.682|9|216107|-3.777|0.485|1|happy|happy|1
590|0aj2QKJvz6CePykmlTApiD|Seorita|Justin Timberlake|66|0.0729|0.629|0.0742|97.963|0.0442|0|4|0.841|1|294867|-5.351|0.87|1|happy|happy|2
591|07nH4ifBxUB4lZcsf44Brn|Blame|Calvin Harris|75|0.0289|0.856|0.343|128.017|0.0808|0.00571|4|0.413|0|212960|-4.078|0.35|0|happy|happy|2
592|6Uy6K3KdmUdAfelUp0SeXn|Brave|Sara Bareilles|70|0.00502|0.836|0.0425|185.063|0.0524|2.1E-05|4|0.551|10|220573|-3.838|0.758|0|happy|happy|1
593|2ujRFTl217LTbB1OsSHBYA|Blaze|Colbie Caillat|40|0.19|0.716|0.0926|92.089|0.0516|0|4|0.61|9|187213|-4.918|0.827|1|happy|happy|1
594|5J4ZkQpzMUFojo1CtAZYpn|Love Me Harder|Ariana Grande|76|0.00937|0.714|0.0764|98.992|0.0334|0|4|0.472|1|236133|-4.389|0.24|0|happy|happy|2
595|6sy3LkhNFjJWlaeSMNwQ62|Counting Stars|OneRepublic|76|0.0654|0.705|0.115|122.017|0.0382|0|4|0.664|1|257840|-4.972|0.477|0|happy|happy|2
596|3qd6wKpFQf4JljGU7y18CJ|Burning Bridges|OneRepublic|50|0.051|0.739|0.083|97.976|0.0258|0|4|0.579|1|257573|-5.266|0.235|1|happy|happy|1
597|179fS2C4G5dTFbXAM4eNZZ|Little Ghost|The White Stripes|1|0.647|0.732|0.296|135.045|0.0403|0|4|0.599|9|138893|-6.476|0.497|1|happy|happy|1
598|4vp2J1l5RD4gMZwGFLfRAu|I Gotta Feeling|The Black Eyed Peas|70|0.0823|0.748|0.34|127.965|0.0264|0|4|0.741|0|289133|-6.299|0.6|1|happy|happy|1
599|0YzCQcsgj6KqwBHVx1mZrH|Heroes (we could be)|Alesso|56|0.0334|0.752|0.262|125.87|0.0646|0|4|0.509|5|209867|-4.127|0.376|1|happy|happy|1
600|5L79aNYCTKiZq7vaOElXYj|Gone, Gone, Gone|Phillip Phillips|69|0.129|0.65|0.113|117.992|0.0383|0|4|0.662|6|209693|-5.981|0.481|1|happy|happy|2
601|3Q2tKt6gKdn9LUMcHFxNJy|Raging Fire|Phillip Phillips|56|0.00867|0.833|0.0621|125.909|0.073|0|4|0.557|7|234693|-4.671|0.449|1|happy|happy|1
602|6buXDkw3Gv4fQC1OZKUhnR|Try|Colbie Caillat|62|0.791|0.367|0.106|139.959|0.0288|0|4|0.607|1|224573|-9.758|0.546|1|happy|happy|1
603|78RZWufYilKsg96Nw28UWQ|Live It Up|Colbie Caillat|40|0.00634|0.721|0.0805|93.042|0.0519|0|4|0.652|1|218480|-5.238|0.431|0|happy|happy|1
604|5jE48hhRu8E6zBDPRSkEq7|All About That Bass|Meghan Trainor|68|0.0573|0.887|0.124|134.052|0.0503|2.87E-06|4|0.807|9|187920|-3.726|0.961|1|happy|happy|2
605|0k5hoseEJnCAbpRh38dNoI|Title|Meghan Trainor|58|0.343|0.754|0.0965|89.998|0.0966|2.6E-06|4|0.779|5|174733|-4.358|0.883|1|happy|happy|1
606|1ExfPZEiahqhLyajhybFeS|The Lazy Song|Bruno Mars|72|0.332|0.804|0.279|174.943|0.0621|0|4|0.738|11|190213|-3.851|0.949|1|happy|happy|1
607|3VA8T3rNy5V24AXxNK5u9E|King of Anything|Sara Bareilles|64|0.461|0.762|0.0574|119.003|0.0351|0|4|0.676|1|207493|-4.172|0.81|1|happy|happy|1
608|2CZi8d774dBB0wiuWMIpr8|Miss Independent|Kelly Clarkson|55|0.0861|0.623|0.0652|175.973|0.116|0.000346|4|0.655|11|214787|-6.302|0.615|0|happy|happy|2
609|4urcG6Nfubqsuqy3juMjBi|Brokenhearted|Karmin|62|0.00765|0.765|0.0527|120.001|0.0585|3.82E-06|4|0.765|1|227147|-2.732|0.886|0|happy|happy|1
610|3kfHdr2sYF2EeWEmBHquVj|Bottle It Up|Sara Bareilles|51|0.202|0.718|0.157|132.93|0.0298|0|4|0.647|0|180627|-4.161|0.706|1|happy|happy|1
611|03kCR9HZpX5muU7D8xYPOL|Many the Miles|Sara Bareilles|52|0.00796|0.717|0.0971|158.05|0.0457|6.15E-05|4|0.508|8|311173|-5.095|0.462|1|happy|happy|2
612|1YLJVmuzeM2YSUkCCaTNUB|Dog Days Are Over|Florence + The Machine|71|0.0416|0.81|0.117|149.954|0.0847|0.00379|4|0.492|7|251840|-5.315|0.245|1|happy|happy|2
613|05xaXtqDCSFR9OLS5tL5oQ|Everybody|Ingrid Michaelson|56|0.446|0.63|0.08|95.014|0.0338|0|4|0.74|11|209547|-6.735|0.464|1|happy|happy|1
614|676qIjFkW8OObIj54TJtKI|Something That We're Not|Demi Lovato|51|0.0328|0.939|0.13|129.021|0.0554|0|4|0.743|8|197387|-3.186|0.848|1|happy|happy|1
615|4E6cwWJWZw2zWf7VFbH7wf|Love Song|Sara Bareilles|77|0.0208|0.786|0.188|123.052|0.0301|0|4|0.583|2|258827|-3.142|0.573|0|happy|happy|5
616|6SjCa7LhEpPNiCxe3bLln4|Made In The USA|Demi Lovato|62|0.000875|0.86|0.316|87.461|0.0394|0|4|0.576|8|196093|-3.913|0.594|1|happy|happy|1
617|5mvKuE9Lf9ARVXVXA32kK9|Price Tag|Jessie J|63|0.0281|0.831|0.277|175.038|0.182|3.06E-06|4|0.638|5|223053|-3.944|0.685|1|happy|happy|1
618|0BJPGg90E6p2Ve0D8EcZGF|We Got The World|Icona Pop|49|0.00156|0.931|0.186|128.055|0.0754|2.03E-06|4|0.501|6|187013|-3.839|0.376|1|happy|happy|1
619|6MAdEUilV2p9RQUqE5bMAK|Domino|Jessie J|62|0.0115|0.547|0.0445|126.977|0.0355|0|4|0.757|7|231693|-4.573|0.793|1|happy|happy|1
620|1HwpWwa6bnqqRhK8agG4RS|Beautiful Soul|Jesse McCartney|73|0.0759|0.666|0.0268|89.975|0.0472|0|4|0.66|9|214227|-4.342|0.933|1|happy|happy|1
621|3O09PoBmmhotSUxLZfcRP0|I Really Like You|Carly Rae Jepsen|9|0.00437|0.831|0.17|122.072|0.0435|8.34E-05|4|0.621|5|205067|-4.676|0.589|1|happy|happy|1
622|4JZvJzuSDubH8spgfIlPty|Beating Hearts Ablaze|The Woodlands|1|0.177|0.799|0.061|167.384|0.0396|0.000272|4|0.519|0|217350|-7.75|0.85|1|happy|happy|1
623|2NcstvY8H9PVQ0DMNGHckh|America's Sweetheart|Elle King|59|0.0208|0.928|0.376|128.009|0.0664|5.69E-06|4|0.528|1|245547|-3.925|0.399|1|happy|happy|1
624|4p6llmWOfcNKYItgIoteBl|The Weekend|Eden xo|41|0.045|0.797|0.149|101.937|0.033|0|4|0.761|6|171765|-5.17|0.509|1|happy|happy|1
625|2Bs4jQEGMycglOfWPBqrVG|Steal My Girl|One Direction|73|0.00433|0.768|0.114|77.217|0.0347|0|4|0.536|10|228133|-5.948|0.545|0|happy|happy|2
626|3fKv2VStjZ03t8MiOun1T0|Pieces|Ella Henderson|37|0.0264|0.683|0.0992|115.833|0.0424|1.43E-06|4|0.628|1|223867|-3.758|0.262|1|happy|happy|1
627|48td6xvpokdYwvbl3JIiXP|Love Never Felt so Good|Michael Jackson|74|0.132|0.719|0.0662|117.513|0.0435|1.79E-06|4|0.775|7|246027|-6.212|0.712|0|happy|happy|2
628|1ip2IGDWMrUmlaepEbWlL8|"Love Me Like You Do - From ""Fifty Shades Of Grey"""|Ellie Goulding|64|0.253|0.659|0.111|189.558|0.0596|0|4|0.258|5|250267|-5.903|0.272|0|happy|happy|2
629|0rFOs9paloAvEtzwDX1Kmc|Bubbly|Colbie Caillat|70|0.594|0.491|0.11|127.97|0.042|0|4|0.664|9|196280|-6.544|0.24|1|happy|happy|2
